EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,Notes,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,Location,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E100454,41,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,9,1,3,96,3,NULL,3,3,3,Yes,13,3,India,12,2,3,9,7,0,7,0,3
E100455,26,Female,Life Sciences,Married,Human Resources,Human Resources,Travel_Rarely,25,1,3,61,3,NULL,1,3,1,No,23,4,India,8,3,3,8,7,5,7,0,4
E100456,36,Male,Medical,Divorced,Development,Developer,Travel_Rarely,6,2,2,84,3,NULL,2,2,6,No,20,4,India,7,0,3,3,2,0,1,0,3
E100457,51,Male,Life Sciences,Single,Development,Business Analyst,Travel_Frequently,8,4,1,53,1,NULL,3,4,2,No,15,4,India,18,2,3,4,2,0,3,1,4
E100461,25,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,28,3,1,41,2,NULL,2,3,2,No,18,4,India,6,3,3,2,2,2,2,0,2
E100462,30,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,9,3,3,48,3,NULL,2,4,0,Yes,19,4,India,12,2,1,11,9,4,7,0,3
E100470,45,Male,Medical,Single,Development,Technical Lead,Travel_Rarely,29,3,3,83,3,NULL,1,4,5,No,13,2,India,9,2,2,6,5,0,3,0,3
E100471,38,Female,Technical Degree,Single,Development,Developer,Travel_Rarely,3,5,4,32,3,NULL,2,3,3,Yes,20,2,India,19,2,3,3,2,2,2,0,4
E100472,30,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,18,3,1,75,3,NULL,1,3,1,No,14,3,India,5,4,2,5,4,0,4,0,3
E100475,30,Female,Technical Degree,Divorced,Development,Developer,Travel_Rarely,5,3,4,84,3,NULL,1,1,5,No,14,4,India,8,3,3,3,2,2,2,0,3
E100478,41,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,9,4,3,94,3,NULL,1,1,2,No,21,4,India,7,2,3,5,0,1,4,0,4
E100479,19,Female,Medical,Single,Development,Technical Lead,Travel_Rarely,3,1,2,79,3,NULL,1,2,1,No,14,4,India,1,3,3,1,0,0,0,0,3
E100482,35,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,1,5,3,94,3,NULL,3,2,1,No,13,1,India,10,3,3,10,8,0,6,0,3
E100483,53,Male,Marketing,Married,Sales,Sales Representative,Travel_Rarely,6,2,2,34,3,NULL,2,3,2,Yes,20,4,India,13,3,1,7,7,4,5,0,2
E100484,45,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,9,3,2,60,3,NULL,2,2,8,No,18,3,India,20,2,1,17,9,0,15,0,3
E100485,32,Female,Marketing,Single,Sales,Sales Executive,Travel_Frequently,8,3,2,43,3,"PURCHASING SKIN CARE PRODUCTS DO NO
T CONVERT FUNDS",3,4,1,No,14,4,India,9,2,3,9,8,3,7,0,2
E100486,29,Male,Technical Degree,Married,Development,Technical Lead,Non-Travel,1,1,4,41,3,INVOICE 17486 JD TRACTOR 8360R,2,3,1,No,13,1,India,10,1,3,10,7,0,9,0,3
E100492,58,Female,Medical,Married,Development,Technical Lead,Travel_Rarely,9,3,2,75,2,"BORROWER NAME DENNIS E AND CYNTHIA 
F SHAFFER  LOAN 9350018207",1,2,4,Yes,20,2,India,9,3,2,1,0,0,0,0,4
E100493,40,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,4,4,3,67,2,BENEFIT OF   RICHARD A YODER,3,4,7,No,11,1,India,15,2,2,12,11,2,11,0,3
E100494,34,Female,Marketing,Married,Sales,Sales Representative,Travel_Frequently,2,4,3,75,3,NULL,1,3,6,No,18,4,India,6,3,3,4,3,1,2,0,3
E100496,27,Male,Medical,Divorced,Development,Developer,Non-Travel,9,3,4,57,3,"International Relationship Banking,
 1420 5th Ave., 10th Fl., Seattle, 
WA 98101",1,2,6,No,18,4,India,6,1,1,2,2,2,2,0,3
E100499,28,Male,Medical,Married,Development,Developer,Travel_Rarely,21,3,3,42,3,NULL,1,4,1,No,11,3,India,5,2,1,5,2,0,2,0,3
E100501,57,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,24,2,3,83,4,NULL,3,4,3,Yes,16,2,India,12,2,1,5,3,1,4,0,3
E100502,27,Male,Medical,Divorced,Development,Technical Lead,Non-Travel,3,3,3,79,2,NULL,1,3,1,Yes,15,4,India,1,2,2,1,1,0,1,0,3
E100504,50,Female,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,11,3,3,53,3,NULL,5,2,3,No,15,2,India,21,5,3,5,4,4,4,0,3
E100505,41,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,14,3,1,56,3,NULL,1,3,4,No,12,1,India,13,2,3,9,8,1,8,0,3
E100506,30,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,5,3,2,41,3,"DO NOT CONVERT AS ACCOUNT IS HELD I
N US DOLLARS",3,4,2,No,12,3,India,12,2,3,10,9,7,4,0,2
E100508,38,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,1,4,1,59,2,"DO NOT CONVERT AS ACCOUNT IS HELD I
N USD",2,4,4,No,22,3,India,12,2,4,8,3,0,7,0,4
E100509,32,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,6,5,3,43,3,NULL,1,3,3,No,20,1,India,8,2,3,5,4,1,4,0,4
E100511,27,Male,Technical Degree,Married,Development,Technical Lead,Travel_Rarely,17,3,3,51,3,JPMorgan Chase Bank NA,1,2,0,Yes,16,4,India,6,3,2,5,2,1,1,0,3
E100513,19,Female,Technical Degree,Single,Sales,Sales Representative,Travel_Frequently,1,1,3,100,1,JPMorgan Chase Bank NA,1,1,0,No,21,1,India,1,5,4,0,0,0,0,1,4
E100516,36,Male,Medical,Single,Development,Technical Lead,Travel_Frequently,3,2,4,30,3,JPMorgan Chase Bank NA,1,2,4,No,12,3,India,13,3,2,8,7,7,2,0,3
E100517,30,Male,Medical,Divorced,Development,Developer,Non-Travel,9,3,3,66,3,NULL,2,1,1,No,11,3,India,12,4,3,12,9,6,10,0,3
E100518,45,Female,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,4,2,3,30,3,JPMorgan Chase Bank NA,2,1,4,Yes,11,1,India,9,3,4,5,4,0,3,0,3
E100519,56,Female,Life Sciences,Divorced,Development,Developer,Travel_Rarely,8,3,3,67,3,NULL,1,1,4,Yes,18,3,India,19,3,3,2,2,2,2,0,3
E100520,33,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,2,3,3,90,3,NULL,1,4,0,No,14,1,India,4,2,4,3,1,0,2,0,3
E100521,19,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,2,3,2,47,2,NULL,1,4,1,No,22,3,India,1,3,2,1,0,1,0,1,4
E100522,46,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,1,2,2,92,3,NULL,3,1,1,No,25,3,India,24,2,3,24,13,15,7,0,2
E100523,38,Female,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,9,2,3,75,3,NULL,1,4,1,No,12,3,India,2,3,3,2,2,2,1,0,3
E100525,34,Female,Medical,Single,Development,Developer,Travel_Rarely,27,2,4,95,3,NULL,1,2,2,No,15,4,India,9,3,3,3,2,1,2,0,3
E100526,41,Female,Marketing,Single,Sales,Sales Representative,Travel_Rarely,20,2,2,70,3,JPMorgan Chase Bank NA,1,2,1,Yes,22,4,India,4,5,2,4,3,0,2,1,3
E100527,50,Male,Medical,Married,Development,Developer,Travel_Rarely,1,3,3,86,2,NULL,1,3,2,No,15,4,India,5,2,2,3,2,0,2,0,3
E100528,53,Female,Medical,Divorced,Development,Technical Lead,Travel_Rarely,13,2,4,57,4,NULL,2,1,1,No,11,3,India,5,3,3,4,2,1,3,0,3
E100530,33,Female,Medical,Married,Development,Developer,Travel_Rarely,14,3,4,72,3,NULL,1,2,1,No,13,4,India,8,5,3,8,7,1,6,0,3
E100531,40,Female,Medical,Married,Development,Developer,Travel_Rarely,4,1,4,46,3,NULL,5,3,1,No,14,2,India,21,2,3,20,8,9,9,0,3
E100534,34,Male,Life Sciences,Married,Development,Technical Lead,Travel_Frequently,2,1,4,45,2,NULL,2,3,1,No,17,3,India,10,2,2,10,9,1,9,0,3
E100536,51,Female,Medical,Single,Development,Developer,Travel_Rarely,3,3,4,98,3,NULL,4,2,3,No,18,3,India,21,6,3,7,7,1,0,0,3
E100537,52,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,1,4,3,65,2,SENDING FUNDS TO FAMILY,5,3,0,No,14,1,India,34,5,3,33,18,11,9,0,3
E100538,27,Female,Medical,Single,Development,Developer,Travel_Rarely,9,3,4,99,3,NULL,1,2,1,No,16,4,India,7,2,2,7,7,0,3,0,3
E100539,35,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,23,2,2,50,2,NULL,2,3,3,Yes,13,1,India,8,1,3,1,0,0,1,1,3
E100540,43,Male,Medical,Divorced,Development,Technical Lead,Non-Travel,7,3,4,37,4,NULL,1,4,4,No,14,4,India,7,3,4,5,4,2,2,0,3
E100542,45,Male,Medical,Married,Development,Technical Lead,Non-Travel,2,2,1,65,2,NULL,4,4,9,No,23,4,India,22,1,3,20,8,11,8,0,3
E100545,37,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,21,3,2,65,4,NULL,1,1,1,Yes,12,1,India,8,3,2,8,7,1,7,0,3
E100547,35,Female,Medical,Single,Development,Developer,Travel_Frequently,2,3,2,37,3,NULL,2,2,5,No,11,4,India,10,5,3,6,2,1,2,0,3
E100548,42,Female,Medical,Divorced,Development,Developer,Non-Travel,21,2,3,36,3,Wire Purpose Pay Invoice B6711,2,3,2,No,16,2,India,11,5,3,5,3,0,2,0,3
E100549,38,Male,Life Sciences,Married,Development,Technical Lead,Travel_Rarely,2,4,4,88,3,"Wire Purpose Pay an invoice IFSC Co
de ICIC006152 Branch Ram Nagar, Coi
mbatore",2,3,9,No,14,2,India,14,3,3,1,0,0,0,0,3
E100551,38,Male,Technical Degree,Married,Development,Technical Lead,Travel_Rarely,29,3,4,54,3,Do not convert from USD.,2,4,3,No,18,1,India,9,3,1,7,7,1,7,0,3
E100552,27,Male,Technical Degree,Married,Development,Developer,Travel_Frequently,1,1,3,60,2,Do not convert from USD.,2,1,5,No,19,3,India,6,1,3,2,2,2,0,0,3
E100553,49,Male,Life Sciences,Divorced,Development,Technical Lead,Non-Travel,18,4,4,92,3,Do not convert from USD.,2,4,1,Yes,15,1,India,7,0,3,7,7,1,7,0,3
E100555,34,Male,Medical,Divorced,Development,Developer,Travel_Frequently,10,4,4,43,3,PURPOSE GIFT,1,3,1,Yes,17,4,India,5,4,4,5,3,2,0,0,3
E100559,40,Male,Medical,Married,Development,Developer,Travel_Rarely,19,2,3,99,3,PLEASE DO NOT CONVERT USD,2,4,8,Yes,15,3,India,15,2,4,7,2,3,7,0,3
E100560,38,Male,Medical,Married,Development,Technical Lead,Travel_Rarely,29,1,2,70,3,PLEASE DO NOT CONVERT USD.,2,1,7,Yes,19,2,India,17,2,3,1,0,0,0,1,3
E100561,29,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,27,3,2,35,3,PLEASE DO NOT CONVERT TO USD,3,4,1,No,22,4,India,10,3,2,10,4,1,9,1,2
E100562,22,Male,Life Sciences,Divorced,Development,Technical Lead,Travel_Rarely,5,3,4,60,4,PLEASE DO NOT CONVERT USD.,1,2,1,Yes,16,1,India,4,2,2,4,2,2,2,0,3
E100564,36,Female,Medical,Single,Development,Developer,Travel_Frequently,18,1,2,73,3,PLEASE DO NOT CONVERT USD.,1,4,1,No,13,1,India,8,2,3,8,1,1,7,0,3
E100565,40,Male,Life Sciences,Married,Development,Technical Lead,Non-Travel,9,5,4,63,2,PLEASE DO NOT CONVERT USD.,2,4,9,No,14,4,India,5,5,1,3,2,0,2,0,3
E100569,32,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,4,4,4,32,1,PLEASE DO NOT CONVERT TO USD,3,4,1,No,11,3,India,14,2,2,14,8,9,8,1,3
E100571,27,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,20,3,4,90,3,PLEASE DO NOT CONVERT USD.,2,3,1,No,14,4,India,7,2,3,7,7,0,7,0,3
E100574,51,Male,Life Sciences,Married,Data Science,Data Scientist,Travel_Rarely,8,4,2,81,2,"PURPOSE GRANTS. PLEASE DO NOT CONVE
RT USD.",3,2,5,No,16,4,India,16,5,1,10,9,4,7,0,3
E100576,41,Female,Life Sciences,Single,Sales,Manager,Travel_Rarely,6,3,4,75,3,"PURPOSE FURNITURE PI001CSG. PLEASE 
DO NOT CONVERT USD.",3,4,3,Yes,18,3,India,16,3,3,1,0,0,0,0,3
E100577,30,Female,Marketing,Single,Sales,Sales Executive,Travel_Frequently,26,4,3,52,2,"PURPOSE   HEATING PRODUCTS 7012. PL
EASE DO NOT CONVERT USD.",2,1,5,No,15,3,India,9,5,2,6,3,0,1,1,3
E100578,29,Male,Technical Degree,Single,Development,Developer,Travel_Rarely,1,3,3,85,3,USD PLEASE DO NOT CONVERT,1,3,0,No,14,4,India,7,1,2,6,2,1,5,1,3
E100580,45,Female,Medical,Single,Sales,Sales Executive,Non-Travel,6,3,4,57,2,PLEASE DO NOT CONVERT USD.,3,4,6,No,12,4,India,23,2,3,19,7,12,8,0,3
E100581,54,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,3,3,4,52,3,"PURPOSE   PEANUT BALLS 6880. PLEASE
 DO NOT CONVERT USD.",2,1,2,No,14,4,India,16,4,3,6,2,0,5,0,3
E100582,36,Male,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,5,2,4,62,3,PLEASE DO NOT CONVERT USD.,2,2,8,No,16,4,India,16,3,4,13,11,3,7,0,3
E100584,37,Male,Other,Divorced,Development,Developer,Travel_Frequently,11,3,2,47,3,"PURPOSE SHOT GLASSES 6062. PLEASE D
O NOT CONVERT USD.",3,4,1,Yes,14,3,India,10,1,3,10,8,0,7,0,3
E100586,31,Male,Medical,Married,Development,Developer,Non-Travel,1,4,3,90,1,PLEASE DO NOT CONVERT TO USD,2,3,0,No,12,4,India,6,2,3,5,4,1,4,0,3
E100589,37,Male,Marketing,Divorced,Sales,Sales Representative,Travel_Frequently,4,4,1,41,3,PLEASE DO NOT CONVERT USD.,1,4,4,No,17,3,India,13,2,3,9,8,5,8,0,2
E100590,29,Female,Medical,Married,Sales,Sales Executive,Travel_Frequently,1,1,2,42,3,PLEASE DO NOT CONVERT USD.,3,4,1,No,14,4,India,11,5,3,11,10,4,1,0,2
E100592,35,Female,Marketing,Single,Sales,Sales Executive,Travel_Frequently,1,3,3,92,3,"PURPOSEPLASTIC BALL 7517, 7553 . PL
EASE DO NOT CONVERT USD.",3,3,1,No,14,1,India,10,3,4,10,7,0,8,0,4
E100593,29,Male,Medical,Single,Development,Developer,Travel_Rarely,18,1,3,86,2,PLEASE DO NOT CONVERT USD.,1,4,1,Yes,13,3,India,4,3,2,4,3,0,1,1,3
E100594,52,Female,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,2,3,3,89,2,PLEASE DO NOT CONVERT TO USD,1,4,7,No,15,2,India,6,3,2,2,2,2,2,0,3
E100597,42,Male,Technical Degree,Married,Development,Developer,Travel_Rarely,4,2,3,58,3,PLEASE DO NOT CONVERT USD.,5,4,1,No,11,4,India,22,3,3,22,17,11,15,0,3
E100599,59,Male,Medical,Married,Human Resources,Human Resources,Travel_Rarely,6,2,2,52,3,"PLEASE DO NOT CONVERT USD,",1,3,8,No,17,4,India,7,2,2,2,2,2,2,0,2
E100601,50,Female,Medical,Divorced,Sales,Manager,Travel_Rarely,1,4,4,68,3,"PURPOSE CHAIRS 7031,7026,7030. PLEA
SE DO NOT CONVERT USD.",5,4,3,No,11,3,India,32,3,2,7,0,0,6,0,3
E100603,33,Male,Medical,Married,Development,Developer,Travel_Rarely,14,3,3,58,3,USD PLEASE DO NOT CONVERT,1,4,5,Yes,13,3,India,8,2,1,5,4,0,4,1,3
E100605,43,Female,Marketing,Married,Sales,Manager,Travel_Rarely,16,3,4,80,3,"PURPOSE   MATTRESS 6891. PLEASE DO 
NOT CONVERT USD.",4,4,5,Yes,22,3,India,22,3,3,17,13,1,9,0,4
E100606,33,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,2,2,1,39,3,PLEASE DO NOT CONVERT USD,1,1,7,No,20,1,India,13,3,4,9,7,1,7,1,3
E100607,52,Male,Life Sciences,Single,Sales,Manager,Non-Travel,2,4,1,79,2,NULL,5,3,1,Yes,18,4,India,33,2,4,33,7,15,12,0,2
E100609,32,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,1,3,4,62,2,NULL,1,3,0,Yes,14,4,India,4,2,1,3,2,1,2,1,3
E100610,39,Female,Medical,Divorced,Data Science,Data Scientist,Travel_Rarely,1,4,3,96,3,NULL,1,3,7,No,14,3,India,7,1,3,3,2,1,2,0,3
E100611,32,Male,Marketing,Married,Sales,Sales Executive,Non-Travel,26,4,3,100,3,NULL,2,4,0,No,18,1,India,4,2,3,3,2,2,2,0,3
E100612,41,Male,Life Sciences,Divorced,Data Science,Data Scientist,Travel_Rarely,19,2,3,36,3,NULL,2,1,2,No,16,1,India,17,2,2,1,0,0,0,0,3
E100615,31,Male,Medical,Divorced,Development,Technical Lead,Travel_Frequently,3,4,2,73,3,NULL,3,3,9,No,12,1,India,9,3,3,2,2,2,2,0,2
E100616,33,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,5,4,3,63,2,NULL,1,4,1,No,13,3,India,2,2,2,2,2,0,2,0,3
E100617,34,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,2,4,4,84,2,NULL,2,1,6,No,13,2,India,13,3,3,11,9,5,9,0,3
E100618,37,Female,Medical,Married,Development,Technical Lead,Travel_Rarely,1,2,3,83,2,paying secretary,1,1,2,No,14,1,India,17,2,2,3,1,0,2,0,3
E100619,45,Male,Life Sciences,Married,Development,Technical Lead,Travel_Frequently,7,4,1,77,4,NULL,2,3,4,No,17,4,India,9,1,3,3,2,0,2,0,4
E100620,37,Male,Medical,Divorced,Development,Developer,Travel_Frequently,10,3,1,61,3,NULL,3,3,6,No,11,2,India,17,5,3,1,0,0,0,1,3
E100621,39,Female,Technical Degree,Single,Development,Developer,Travel_Frequently,2,4,3,64,3,NULL,3,3,0,No,25,4,India,20,1,3,19,6,11,8,0,4
E100625,42,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,17,2,4,82,4,NULL,2,1,3,Yes,13,3,India,10,1,3,3,2,0,2,0,3
E100627,29,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,20,2,4,45,3,NULL,2,4,2,No,14,4,India,10,2,3,3,2,0,2,0,3
E100628,25,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,1,3,1,62,3,NULL,2,3,0,No,12,4,India,5,3,3,4,2,1,2,0,3
E100629,42,Female,Medical,Divorced,Development,Developer,Travel_Rarely,2,3,4,56,2,Payment of Invoices,1,1,0,Yes,11,3,India,10,4,3,9,6,7,8,0,3
E100630,40,Male,Medical,Divorced,Data Science,Data Scientist,Travel_Rarely,2,2,1,49,3,NULL,5,3,0,No,19,4,India,22,5,3,21,7,3,9,0,2
E100631,51,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,1,3,3,96,3,NULL,1,4,1,No,11,2,India,1,0,2,1,0,0,0,0,3
E100637,32,Male,Life Sciences,Married,Development,Technical Lead,Travel_Frequently,7,3,2,100,4,Transfer of funds,1,2,1,No,20,3,India,5,3,1,5,1,0,3,0,3
E100639,38,Male,Life Sciences,Married,Sales,Sales Executive,Non-Travel,2,2,4,39,2,Transfer of funds,2,4,3,No,18,4,India,13,0,3,8,7,7,5,0,3
E100640,32,Male,Technical Degree,Single,Development,Developer,Travel_Rarely,2,1,4,84,2,NULL,2,1,4,No,13,4,India,9,5,3,6,2,0,4,0,3
E100641,46,Female,Technical Degree,Married,Sales,Manager,Travel_Rarely,2,3,3,75,1,NULL,4,2,3,Yes,12,2,India,28,2,2,7,7,7,7,0,3
E100642,28,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,2,4,1,79,3,NULL,1,3,2,No,11,3,India,5,5,1,0,0,0,0,1,3
E100644,29,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,2,3,1,78,2,NULL,2,2,2,No,19,2,India,10,2,3,0,0,0,0,0,3
E100645,31,Male,Medical,Married,Data Science,Data Scientist,Travel_Rarely,23,3,2,64,2,NULL,2,4,0,No,21,2,India,10,2,3,9,0,7,8,0,4
E100647,25,Male,Life Sciences,Divorced,Development,Developer,Non-Travel,5,2,2,85,4,NULL,2,1,1,No,12,4,India,6,2,3,6,3,1,5,0,3
E100650,45,Male,Medical,Married,Development,Technical Lead,Travel_Rarely,20,2,3,79,3,NULL,4,4,0,Yes,14,2,India,21,2,3,20,7,4,10,0,3
E100652,55,Male,Medical,Single,Development,Developer,Travel_Rarely,1,3,4,81,3,NULL,5,1,0,Yes,14,3,India,37,2,3,36,10,4,13,0,3
E100655,28,Male,Medical,Married,Development,Technical Lead,Travel_Rarely,9,3,4,94,3,NULL,1,4,1,No,23,4,India,5,3,2,5,2,0,4,0,4
E100656,37,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,6,4,3,98,3,NULL,2,4,4,No,14,2,India,7,5,4,5,4,0,1,0,4
E100657,21,Male,Medical,Single,Development,Developer,Travel_Rarely,3,2,4,100,2,Attorney & Corporation Fees,1,3,1,No,17,1,India,3,4,4,3,2,1,0,0,4
E100658,37,Female,Medical,Divorced,Development,Developer,Non-Travel,1,4,1,80,3,DO NOT CONVERTPURCHASE OF GOODS,3,4,2,Yes,18,1,India,15,2,3,5,2,0,2,0,3
E100659,35,Female,Life Sciences,Divorced,Development,Technical Lead,Travel_Rarely,22,3,2,71,4,NULL,3,2,7,No,18,2,India,10,6,2,7,7,6,2,0,3
E100660,38,Female,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,7,2,1,44,4,NULL,2,1,1,Yes,24,3,India,8,3,3,8,0,7,7,0,4
E100662,26,Female,Life Sciences,Divorced,Data Science,Data Scientist,Travel_Frequently,1,3,3,84,3,NULL,2,2,1,No,20,1,India,6,6,1,6,5,1,4,0,3
E100663,50,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,4,1,1,96,3,"REF BENE BANK TRANSIT 35365 USD CUS
TOMER TRANSFER  FOR REPAIRS TO PROP
ERTY",5,2,3,No,14,1,India,28,4,2,10,4,1,6,0,2
E100664,53,Male,Medical,Married,Development,Technical Lead,Travel_Rarely,3,4,3,45,3,NULL,4,3,3,Yes,16,4,India,21,5,2,5,3,1,3,0,3
E100665,42,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,1,1,2,99,3,2021020300423  Other INGB,2,3,1,No,25,3,India,20,3,3,20,16,11,6,0,2
E100668,26,Male,Medical,Married,Development,Developer,Travel_Frequently,11,2,1,60,3,2021020400035  Other ICIC0001658,2,1,1,Yes,13,3,India,5,3,3,5,3,3,3,0,3
E100669,37,Female,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,1,3,4,42,3,2021020400036  Other 000414502,1,4,1,No,12,2,India,17,3,3,17,12,5,7,0,3
E100670,44,Male,Life Sciences,Divorced,Development,Developer,Travel_Frequently,24,3,4,43,3,2021020400037  Other,1,3,3,Yes,22,4,India,19,0,1,1,0,0,0,1,3
E100671,38,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,23,4,4,82,3,2021020400038  Other 004809,2,4,9,No,14,2,India,10,2,3,2,2,1,2,0,3
E100672,26,Male,Medical,Divorced,Data Science,Data Scientist,Travel_Rarely,16,4,1,45,3,2021020400039  Other 010849,1,2,2,Yes,13,4,India,5,2,3,3,2,0,2,1,3
E100673,28,Female,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,8,2,4,66,3,2021020400317  Other 044525092,1,4,1,No,21,4,India,5,3,3,5,3,0,2,0,4
E100674,49,Female,Life Sciences,Single,Development,Developer,Travel_Frequently,10,4,3,35,3,2021020400315  Other 044525593,5,1,9,Yes,11,4,India,22,4,3,3,2,1,2,0,3
E100677,31,Female,Marketing,Divorced,Sales,Sales Representative,Travel_Frequently,5,3,4,84,3,2021020400322  Other 044525974,1,2,1,No,11,3,India,2,5,2,2,2,2,2,0,3
E100679,26,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,4,4,4,48,2,2021020400310  Other 044525593,2,4,1,Yes,12,2,India,8,0,3,8,7,7,4,1,3
E100681,37,Male,Medical,Married,Development,Developer,Travel_Frequently,9,3,2,53,3,2021020400321  Other 044525985,1,4,1,Yes,12,3,India,4,3,2,4,2,1,2,0,2
E100682,42,Female,Marketing,Married,Sales,Sales Executive,Travel_Frequently,26,3,3,77,3,2021020400311  Other 044525985,4,2,5,No,14,4,India,23,2,4,20,4,4,8,0,3
E100683,18,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,3,3,3,54,3,2021020400312  Other 044525593,1,3,1,No,13,3,India,0,2,3,0,0,0,0,1,3
E100684,35,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,16,3,3,96,3,2021020400316  Other 044525593,3,2,0,No,15,3,India,12,3,2,11,9,6,9,0,3
E100685,36,Male,Life Sciences,Married,Development,Developer,Travel_Frequently,18,4,3,81,4,2021020400325  Other 464650808,1,4,4,No,18,4,India,4,2,3,1,0,0,0,0,3
E100686,51,Male,Medical,Divorced,Development,Technical Lead,Travel_Rarely,2,3,4,84,1,2021020400305  Other ICIC0000126,2,2,5,No,18,4,India,13,3,3,4,1,1,2,0,3
E100688,41,Male,Life Sciences,Single,Sales,Manager,Travel_Rarely,2,4,4,88,3,2021020400324  Other 046465080,4,2,1,No,19,2,India,22,2,3,22,10,0,4,0,3
E100689,18,Female,Medical,Single,Sales,Sales Representative,Travel_Rarely,10,3,4,69,2,2021020400323  Other 044525974,1,3,1,No,12,1,India,0,2,3,0,0,0,0,0,3
E100690,28,Male,Medical,Single,Data Science,Data Scientist,Travel_Rarely,16,2,2,68,4,2021020400306  Other 044525092,2,1,0,No,19,3,India,9,2,3,8,3,0,7,0,3
E100695,39,Male,Medical,Divorced,Development,Technical Lead,Travel_Rarely,1,3,3,48,4,2021020400307  Other 3000300371,3,4,0,No,17,1,India,19,5,2,18,10,3,7,0,3
E100697,36,Female,Life Sciences,Married,Development,Technical Lead,Non-Travel,24,4,2,47,3,2021020400303  Other ABNA,2,2,7,No,15,3,India,11,3,3,9,8,0,8,0,3
E100698,32,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,7,3,4,91,2,2021020400327  Other 044525974,2,3,1,No,14,3,India,13,3,2,13,8,4,8,0,3
E100699,38,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,25,2,1,81,2,2021020400371  Other 044525974,3,2,3,No,17,3,India,19,2,3,10,8,0,1,0,3
E100701,31,Male,Technical Degree,Married,Development,Developer,Travel_Rarely,5,4,3,86,3,2021020400326  Other 044525974,1,4,0,Yes,12,3,India,6,4,3,5,2,0,3,0,3
E100702,31,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,2,3,1,62,2,2021020400304  Other HDFC0999999,2,1,3,No,12,4,India,9,1,3,2,2,1,0,0,2
